1282596	Wobkent Rayoni	40	3	A	ADM3	UZ	Europe/Zaporozhye
855128	Qeta e Keqe	4274389	2012361	L	LCTY	XK	Europe/Belgrade
855129	Ljugu i Mstjerave	4274083	2012278	H	STMI	XK	Europe/Belgrade
855130	Ljugu i Beranit	4274083	2012306	H	STMI	XK	Europe/Belgrade
855131	Qafa e Gjonit	4274361	2013722	T	PASS	XK	Europe/Belgrade
855132	Krshi i Love	4274722	2014556	T	CLF	XK	Europe/Belgrade
855133	Bregu i Nikes	4273861	2014361	T	SLP	XK	Europe/Belgrade
855134	Kodra e Kujit	4274222	2017306	T	SLP	XK	Europe/Belgrade
855136	Maja e Kraljanit	4274194	2019528	T	MT	XK	Europe/Belgrade
855138	Kerrshi Asovs	4274028	2021472	T	MT	XK	Europe/Belgrade
855140	Rusulija	4273167	2024472	T	MTS	XK	Europe/Belgrade
855141	Lome	4273389	2021556	L	LCTY	XK	Europe/Belgrade
855142	Placija	4272778	2018222	L	LCTY	XK	Europe/Belgrade
855143	Breza	427225	2014667	L	LCTY	XK	Europe/Belgrade
855144	Shehu i Keq	4270861	2014694	H	STM	XK	Europe/Belgrade
855145	Qafa e Madhe	4272111	2013417	T	PASS	XK	Europe/Belgrade
855146	Qafa e Ljutes	4272694	2013139	T	PASS	XK	Europe/Belgrade
855147	Cafa e Barl	4272917	2012472	T	PASS	XK	Europe/Belgrade
855148	Ljude	4273444	2012361	L	LCTY	XK	Europe/Belgrade
855149	Lugu i Shkalles	4271889	2012333	H	STM	XK	Europe/Belgrade
855151	Maja	4270944	2013306	T	MT	XK	Europe/Belgrade
855152	Maja e Nik Deds	4271611	2013194	T	MT	XK	Europe/Belgrade
855153	Brinja e Kocit	4270472	2015139	T	SPUR	XK	Europe/Belgrade
855154	Qafa e Broqit	4271139	2016111	T	PASS	XK	Europe/Belgrade
855155	Ast	42.72	2016306	L	LCTY	XK	Europe/Belgrade
855156	Maja Bregova	4271667	2017056	T	MT	XK	Europe/Belgrade
855157	Ceskova	4271472	201825	L	LCTY	XK	Europe/Belgrade
855158	Maja Kolmuc	4270833	2018306	T	SPUR	XK	Europe/Belgrade
855159	Molika	4270444	2018944	L	LCTY	XK	Europe/Belgrade
855160	Kocan	4271028	2019306	L	LCTY	XK	Europe/Belgrade
855161	Pusi	4270583	2019833	L	LCTY	XK	Europe/Belgrade
855162	Maja e Zeze	4270611	2020472	T	RDGE	XK	Europe/Belgrade
855163	Vrela e Mullinit	4270972	2022667	H	SPNG	XK	Europe/Belgrade
855164	Zhdrelina	4269972	2022528	L	LCTY	XK	Europe/Belgrade
855165	Begova Planina	4268722	2023028	L	LCTY	XK	Europe/Belgrade
855166	Qafa e Livadhit	4269583	2021278	T	PASS	XK	Europe/Belgrade
855167	Pisina	4268528	20215	L	LCTY	XK	Europe/Belgrade
855168	Qafa e Qyqes	4268472	2020722	T	PASS	XK	Europe/Belgrade
855169	Brinjat e Zeze	4269972	2020528	L	LCTY	XK	Europe/Belgrade
855170	Qarishta	4269167	2019917	L	LCTY	XK	Europe/Belgrade
855171	Breza	4270111	2018472	L	LCTY	XK	Europe/Belgrade
855172	Plana	4269556	2018306	L	LCTY	XK	Europe/Belgrade
855173	Sehu i Cices	4268528	2017778	H	STM	XK	Europe/Belgrade
855174	Vrelo	4268528	2016028	H	SPNG	XK	Europe/Belgrade
855175	Berosljiski Potok	4269639	2016056	H	STM	XK	Europe/Belgrade
855176	Lakov Han	4269889	2014917	S	HTL	XK	Europe/Belgrade
855177	Dola	4269056	2014528	T	SLP	XK	Europe/Belgrade
855178	Prevarski Potok	4270028	2014028	H	STM	XK	Europe/Belgrade
855179	Prevara	4268528	201325	L	LCTY	XK	Europe/Belgrade
855180	Bregu i  Zenel Ages	42675	2012389	T	SPUR	XK	Europe/Belgrade
855181	Foka	426775	2014111	T	MTS	XK	Europe/Belgrade
855182	Lazi i Donit	4267139	2021556	L	LCTY	XK	Europe/Belgrade
855183	Zhar	426725	2022472	L	LCTY	XK	Europe/Belgrade
855184	Celija	4266472	2023111	H	STM	XK	Europe/Belgrade
855185	Prokleta Jerina	4266278	202425	S	CAVE	XK	Europe/Belgrade
855186	Maja e Male	4265972	2022028	T	SPUR	XK	Europe/Belgrade
855187	Jezero	4264889	2021056	L	LCTY	XK	Europe/Belgrade
855188	Slane Poljane	4265639	2019889	L	LCTY	XK	Europe/Belgrade
855189	Rtina	4265333	2020028	T	MT	XK	Europe/Belgrade
855190	Guri i Kuq	4265972	2019778	T	PK	XK	Europe/Belgrade
855191	Kodra e Zeze	4266083	2018667	T	CLF	XK	Europe/Belgrade
855192	Mashkala	4265056	2018389	L	LCTY	XK	Europe/Belgrade
855193	Shpati i Sharit	4265778	2017583	T	SPUR	XK	Europe/Belgrade
855194	Mali i Shpates	4265361	2017306	T	SPUR	XK	Europe/Belgrade
855195	Lugina e Llukes	4265389	2015028	L	LCTY	XK	Europe/Belgrade
855196	Maja e Zmoks	4266111	2014611	T	CLF	XK	Europe/Belgrade
855197	Maja e Liqenasit	42.66	2012278	T	MT	XK	Europe/Belgrade
855198	Kerrshat e Rasholit	426525	2012278	T	CLF	XK	Europe/Belgrade
855199	Kerrshi i Krushit	4263972	2012667	T	MT	XK	Europe/Belgrade
855200	Roshkodol	426375	2012028	S	HUTS	XK	Europe/Belgrade
855201	Maja e Bilbilit	4263889	2014389	T	MT	XK	Europe/Belgrade
855203	Lugina e Suhaj	4264111	201925	L	LCTY	XK	Europe/Belgrade
855204	Zivkova Cesma	42.64	2022028	H	SPNG	XK	Europe/Belgrade
855205	Pod	4264667	2023306	L	LCTY	XK	Europe/Belgrade
855206	Rebra	4264222	202325	L	LCTY	XK	Europe/Belgrade
855207	Osljak	4262722	2022861	T	CLF	XK	Europe/Belgrade
855208	Rupe	4263139	2022222	L	LCTY	XK	Europe/Belgrade
855209	Vrhovi	4262639	2020944	T	MT	XK	Europe/Belgrade
855210	Cvrlje	4263611	2019639	T	SPUR	XK	Europe/Belgrade
855211	Molika	426325	2018028	T	CLF	XK	Europe/Belgrade
855219	Qeta e Marjashit	4261722	2010111	L	LCTY	XK	Europe/Belgrade
855221	Proni i Podesit	4260944	20115	H	STMI	XK	Europe/Belgrade
855222	Brini i Bulit	4260722	2010389	T	RK	XK	Europe/Belgrade
855223	Proni i Hanifes	4259722	201025	H	STM	XK	Europe/Belgrade
855224	Guzhel	4259722	2009889	H	STM	XK	Europe/Belgrade
855225	Trungoja	4259778	1	L	LCTY	XK	Europe/Belgrade
855226	Gropa	4260667	2008083	L	LCTY	XK	Europe/Belgrade
855227	Shkat e Hajnave	426025	2008583	T	SDL	XK	Europe/Belgrade
855252	Kroni Zalinav	4259222	2008417	H	SPNG	XK	Europe/Belgrade
855253	Pasina Cesma	4258694	2009556	H	SPNG	XK	Europe/Belgrade
855254	Balijine Rupe	4258028	2010194	L	LCTY	XK	Europe/Belgrade
855255	Dellinjt e medha	4258639	2011167	T	MT	XK	Europe/Belgrade
855256	Luqe	4256972	2010778	L	LCTY	XK	Europe/Belgrade
855257	Stani i Vokshjonit	4256278	201125	L	LCTY	XK	Europe/Belgrade
855258	Jablani	4256917	2009778	L	LCTY	XK	Europe/Belgrade
855259	Rupa Dobros	4256056	2008889	T	SLP	XK	Europe/Belgrade
855272	Maja e Gat	4255639	2009778	T	SLP	XK	Europe/Belgrade
855273	Tropojske Plocice	4255556	2010778	T	MT	XK	Europe/Belgrade
855274	Krsi i Zi	4254778	2009972	T	CLF	XK	Europe/Belgrade
855275	Ljiceni i Tropojes	4254611	2009278	H	LK	XK	Europe/Belgrade
855276	Maja e Ram Arucit	4254361	2009333	T	MT	XK	Europe/Belgrade
855277	Kroni i Metes	4254889	2011028	H	SPNG	XK	Europe/Belgrade
855278	Kroni i Rasave	4254278	2010361	H	SPNG	XK	Europe/Belgrade
855279	Junicke Plocice	4254083	2010722	T	SLP	XK	Europe/Belgrade
855280	Kroni i Nuses	425375	2011194	H	SPNG	XK	Europe/Belgrade
855281	Voksanske Plocice	4253528	2011556	T	SLP	XK	Europe/Belgrade
855282	Maja e Bard	4253426	2009812	T	PK	XK	Europe/Belgrade
855284	Rudin	426175	2012111	T	MT	XK	Europe/Belgrade
855285	Stanet e Prelepit	4261667	2013694	T	SLP	XK	Europe/Belgrade
855287	Qafa e Milishevcit-Pleqa	426225	2016972	T	PASS	XK	Europe/Belgrade
855288	Krs Cvrlje	4262333	2019361	T	CLF	XK	Europe/Belgrade
855289	Qafa e Kopaonikut	42615	202125	T	PASS	XK	Europe/Belgrade
855290	Golubinjak	4262306	2021694	T	CLF	XK	Europe/Belgrade
855291	Skala	4262111	2024222	T	CLF	XK	Europe/Belgrade
855292	Srednja Livada	4262167	20235	L	LCTY	XK	Europe/Belgrade
855293	Gornja Stavnica	4261028	202275	L	LCTY	XK	Europe/Belgrade
855294	Qafa e Kronit	4260722	2021333	T	PASS	XK	Europe/Belgrade
855295	Proni i Balajve	4259778	2019222	H	STMI	XK	Europe/Belgrade
855297	Lumi Cern	4258861	2017972	H	STM	XK	Europe/Belgrade
855298	Qafa e Ahit	4259889	2017222	T	PASS	XK	Europe/Belgrade
855299	Lumi Pleqk	4259528	2017028	H	STM	XK	Europe/Belgrade
855300	Korija	4258583	2017917	T	SLP	XK	Europe/Belgrade
855301	Lumi Beleg	4260167	2015611	H	STM	XK	Europe/Belgrade
855302	Shkembit e Prelepit	426025	201325	T	CLF	XK	Europe/Belgrade
855303	Livadhet e Baballoqit	4258528	2014028	L	LCTY	XK	Europe/Belgrade
855304	Baballoq	4258278	2014389	T	CLF	XK	Europe/Belgrade
855306	Qafa e Vogel	4257111	2016139	T	SPUR	XK	Europe/Belgrade
855309	Kroi i Shkalls	4256806	2015472	H	SPNG	XK	Europe/Belgrade
855310	Zhig	4257556	2017944	T	SLP	XK	Europe/Belgrade
855311	Zhegina e Vogel	4257278	2018583	L	LCTY	XK	Europe/Belgrade
855312	Gurt e Regovecit	4257139	2019444	L	LCTY	XK	Europe/Belgrade
855313	Livadhet Kelimark	4256806	2020278	L	LCTY	XK	Europe/Belgrade
855315	Guri i Sokolit	4257444	2020806	T	CLF	XK	Europe/Belgrade
855317	Qelia	4255861	2024472	T	CLF	XK	Europe/Belgrade
855319	Prapshtia	425525	2023944	L	LCTY	XK	Europe/Belgrade
855320	Uzbilj	4255528	2023083	L	LCTY	XK	Europe/Belgrade
855321	Kodra Karagja	4256111	2021389	T	SLP	XK	Europe/Belgrade
855322	Ner Kungja	4255528	2020944	L	LCTY	XK	Europe/Belgrade
855323	Boja	4255167	2021361	T	MT	XK	Europe/Belgrade
855324	Proi Budoshi	4256528	2021056	H	STM	XK	Europe/Belgrade
855325	Topila	4254972	2019694	H	SPNG	XK	Europe/Belgrade
855326	Proi Demukaj	42565	2019861	H	STM	XK	Europe/Belgrade
855327	Boronica	4256139	2016889	L	LCTY	XK	Europe/Belgrade
855328	Jerina	4255889	2017639	H	SPNG	XK	Europe/Belgrade
855329	Kroni i Alidecit	4256639	2016417	H	SPNG	XK	Europe/Belgrade
855330	Kroni i Mir	4256306	2015306	H	SPNG	XK	Europe/Belgrade
855331	Kroni i Smajlit	4255111	2015389	H	SPNG	XK	Europe/Belgrade
855332	Vrcina e Crnobregit	4256472	2014611	L	LCTY	XK	Europe/Belgrade
855333	Kurvala	4255528	2015917	L	LCTY	XK	Europe/Belgrade
855334	Zogova Stanista	4255028	2014333	S	HUT	XK	Europe/Belgrade
855335	Guri i Gat	4256167	2014472	T	MT	XK	Europe/Belgrade
855336	Dervis-Kom	425575	20135	T	SPUR	XK	Europe/Belgrade
855337	Zali Rupa	4256417	2012389	T	VAL	XK	Europe/Belgrade
855338	Qafa e Liqenit	4254722	2012833	T	PASS	XK	Europe/Belgrade
855339	Kroni Tedel	4254861	2013028	H	SPNG	XK	Europe/Belgrade
855340	Kroni Gusija	4254889	2013778	H	SPNG	XK	Europe/Belgrade
855341	Gurt e Love	4254194	2012972	T	CLF	XK	Europe/Belgrade
855342	Kumulore	4254139	2013917	T	CLF	XK	Europe/Belgrade
855343	Kroni i Lisit	4254389	201475	H	SPNG	XK	Europe/Belgrade
855344	Gurra e Hasanags	4254333	1	H	SPNG	XK	Europe/Belgrade
855345	Gurra e Mire	4253722	2015361	H	SPNG	XK	Europe/Belgrade
855346	Biga Tamas	4253694	2014806	T	CLF	XK	Europe/Belgrade
855347	Mali i Junikut	4254583	2015972	L	LCTY	XK	Europe/Belgrade
855348	Gura i Cursis	4253306	2016139	H	SPNG	XK	Europe/Belgrade
855349	Gropa e Magaric	4254333	201725	L	LCTY	XK	Europe/Belgrade
855350	Proi i Livadhit	4254194	2018111	H	STM	XK	Europe/Belgrade
855351	Kosmatic	4253361	2024472	T	SLP	XK	Europe/Belgrade
855352	Golo Brdo	4251861	2024472	T	MT	XK	Europe/Belgrade
855353	Jodovo	4252833	2020222	L	LCTY	XK	Europe/Belgrade
855354	Krsi i Jodovs	4252833	2019028	T	MT	XK	Europe/Belgrade
855355	Stanista Smail Ibraj	4251833	1	S	HUT	XK	Europe/Belgrade
855356	Stanista Amotit	4251972	201775	S	HUT	XK	Europe/Belgrade
855358	Brinja Ripit	42525	2017278	T	SLP	XK	Europe/Belgrade
855359	Gropa e Male	4253056	2015889	T	DPR	XK	Europe/Belgrade
855360	Brehov	42525	2015611	T	CLF	XK	Europe/Belgrade
855361	Krsi i Cenit	4252639	2014556	T	CLF	XK	Europe/Belgrade
855362	Guri i Mal	4252222	2014556	T	CLF	XK	Europe/Belgrade
855363	Gurra e Hoxhs	4251889	2014833	H	SPNG	XK	Europe/Belgrade
855365	Podat	4251833	2013833	T	SLP	XK	Europe/Belgrade
855366	Krsi i Zi	4252806	2012972	T	CLF	XK	Europe/Belgrade
855367	Blata	4251278	2016028	H	SPNG	XK	Europe/Belgrade
855368	Minarja	4251222	2016722	T	CLF	XK	Europe/Belgrade
855369	Krsi Dolve	425125	2017444	T	SLP	XK	Europe/Belgrade
855370	Kroni i Mrzit	42505	201725	H	SPNG	XK	Europe/Belgrade
855371	Kroni i Peharit	4250944	20175	H	SPNG	XK	Europe/Belgrade
855372	Kroni i Grlat	4250083	2019306	H	SPNG	XK	Europe/Belgrade
855373	Stubla	4250611	2019889	S	HUT	XK	Europe/Belgrade
855374	Velat e Livadhit te Madh	4250139	2021778	H	SPNG	XK	Europe/Belgrade
855375	Gradina	4250583	2022889	T	HLL	XK	Europe/Belgrade
855376	Mala Deravica	4252833	2015333	T	SPUR	XK	Europe/Belgrade
855378	Qafa e Nerkit	4259333	2022417	T	SPUR	XK	Europe/Belgrade
855379	Pleqa	4260917	2017778	L	LCTY	XK	Europe/Belgrade
855383	Maja Rusulja	4274833	2025028	T	RDGE	XK	Europe/Belgrade
855387	Vardiste	4273417	2033028	P	PPL	XK	Europe/Belgrade
855388	Nono Polja	4273694	2033472	L	LCTY	XK	Europe/Belgrade
855390	Dutet	4273528	203075	T	HLL	XK	Europe/Belgrade
855391	Jeseni	4274028	2035083	T	HLL	XK	Europe/Belgrade
855392	Zhigu i Hafizit	4273111	2036972	H	STMI	XK	Europe/Belgrade
855393	Lumi Dubove	4272806	2034722	H	STM	XK	Europe/Belgrade
855394	Barica	4272667	2033556	L	LCTY	XK	Europe/Belgrade
855395	Pelaj	4272222	2032083	P	PPL	XK	Europe/Belgrade
855404	Krs	4270694	2029083	T	CLF	XK	Europe/Belgrade
855412	Dunje	4267972	2028333	L	LCTY	XK	Europe/Belgrade
855413	Glavica	4269194	2029028	T	HLL	XK	Europe/Belgrade
855414	Osoje	4268778	2028028	T	SLP	XK	Europe/Belgrade
855415	Dushkaje	4269083	2027556	P	PPL	XK	Europe/Belgrade
855419	Kalaba	4268722	2026028	T	PK	XK	Europe/Belgrade
855422	Jerinjak	42665	2029111	T	HLL	XK	Europe/Belgrade
855426	sugar factory	4265917	20315	S	MFG	XK	Europe/Belgrade
855429	Gorje Naklo	426725	2036972	P	PPL	XK	Europe/Belgrade
855430	Kilavica	4265361	2035167	L	LCTY	XK	Europe/Belgrade
855431	Gorazdevacko Polje	4264611	2035889	L	LCTY	XK	Europe/Belgrade
855440	Kamenica	4264028	2028333	H	STMI	XK	Europe/Belgrade
855443	Ravnishte	4263694	2026278	L	LCTY	XK	Europe/Belgrade
855444	Siroka Cesma	4263333	2026306	H	SPNG	XK	Europe/Belgrade
855445	Zukvica	4263111	202625	H	STMI	XK	Europe/Belgrade
855446	Tarabos	4264417	2025667	T	RDGE	XK	Europe/Belgrade
855447	Pecki Laz	4263833	202475	L	LCTY	XK	Europe/Belgrade
855448	Ciganska Voda	4263389	2024833	H	SPNG	XK	Europe/Belgrade
855452	Bezvodnica	4263278	203475	L	LCTY	XK	Europe/Belgrade
855454	Brezovica	4264889	2025611	L	LCTY	XK	Europe/Belgrade
855455	Markova Pecina	4266056	2025583	S	CAVE	XK	Europe/Belgrade
855456	Beli Potok	4266028	2025389	H	STMI	XK	Europe/Belgrade
855457	Hidrocentrali Radoci	4273722	2031139	S	PSH	XK	Europe/Belgrade
855459	Lipa	4262111	2024972	T	CLF	XK	Europe/Belgrade
855463	Zlapeku i ri	4261361	2034222	P	PPLL	XK	Europe/Belgrade
855464	Tonkovic	4261167	2035667	P	PPL	XK	Europe/Belgrade
855466	Grncar	4259833	2035111	H	SPNG	XK	Europe/Belgrade
855467	Pustoselski Izvor	4260056	2034167	H	SPNG	XK	Europe/Belgrade
855468	Skorovic	4260111	2034167	H	STM	XK	Europe/Belgrade
855472	Rrahijet	4259722	2031556	L	LCTY	XK	Europe/Belgrade
855476	Lybeniqi i ri	4260756	2030617	P	PPL	XK	Europe/Belgrade
855478	Zhabel	4259667	2028056	T	SLP	XK	Europe/Belgrade
855480	Stanet e  Belit	4259917	2026278	L	LCTY	XK	Europe/Belgrade
855481	Gllogjan	4258525	2024394	L	LCTY	XK	Europe/Belgrade
855482	Musmurat	2	2027694	T	HLL	XK	Europe/Belgrade
855486	Pllugishte	4258139	2030639	L	LCTY	XK	Europe/Belgrade
855490	Surden	4259333	2033917	H	STMI	XK	Europe/Belgrade
855492	Bahriq	4258639	2034083	L	LCTY	XK	Europe/Belgrade
855493	Gervalla	4258111	2034833	P	PPL	XK	Europe/Belgrade
855494	Duboqak	4259333	2035694	H	STM	XK	Europe/Belgrade
855495	Suvaja	4256972	2035111	L	LCTY	XK	Europe/Belgrade
855496	Suvo Polje	4256583	2034806	L	LCTY	XK	Europe/Belgrade
855497	Rotinja	4256667	2033722	L	LCTY	XK	Europe/Belgrade
855498	Ner Drum	4256333	1	L	LCTY	XK	Europe/Belgrade
855499	Ronishte	425675	2032778	L	LCTY	XK	Europe/Belgrade
855504	Lebushe e Vogel	4256889	2029139	P	PPL	XK	Europe/Belgrade
855505	Frashne	4256611	2029694	L	LCTY	XK	Europe/Belgrade
855506	Boka	2	2028389	L	LCTY	XK	Europe/Belgrade
855512	Kroni i Bris	4257583	2024889	H	SPNG	XK	Europe/Belgrade
855513	Kroni i Keq	4256833	2025028	H	SPNG	XK	Europe/Belgrade
855514	Kroni i Gurit	4256611	2025972	H	SPNG	XK	Europe/Belgrade
855515	Kroni Qavzava	4256056	2025278	H	SPNG	XK	Europe/Belgrade
855516	Bria	4257194	202475	L	LCTY	XK	Europe/Belgrade
855517	Qeli Kulla	4255694	2026639	S	CAVE	XK	Europe/Belgrade
855518	Graja	425425	2026722	T	HLL	XK	Europe/Belgrade
855520	Razga	4255056	2027806	T	SPUR	XK	Europe/Belgrade
855522	Mivija	4255417	2029361	L	LCTY	XK	Europe/Belgrade
855525	Dola	4254472	2032111	L	LCTY	XK	Europe/Belgrade
855526	Boloboshnica	4255056	2033639	L	LCTY	XK	Europe/Belgrade
855527	Baqe	4255083	2034722	L	LCTY	XK	Europe/Belgrade
855529	Velike Livade	4254778	2035944	L	LCTY	XK	Europe/Belgrade
855530	Luga e Kece	4253222	2035556	L	LCTY	XK	Europe/Belgrade
855531	Kodra Donit	4252944	2035417	T	HLL	XK	Europe/Belgrade
855532	Pozarske Livade	4253417	2034389	L	LCTY	XK	Europe/Belgrade
855533	Dodiq	42525	2035694	P	PPL	XK	Europe/Belgrade
855534	Burece	4252833	2033722	H	SPNG	XK	Europe/Belgrade
855535	Burece	4252417	2033722	L	LCTY	XK	Europe/Belgrade
855536	Beljisa	4253722	1	L	LCTY	XK	Europe/Belgrade
855537	Durace	4252917	2032333	L	LCTY	XK	Europe/Belgrade
855538	Ljugina	4253694	2032194	L	LCTY	XK	Europe/Belgrade
855539	Karapece	2	2031333	L	LCTY	XK	Europe/Belgrade
855540	Ledina	4252889	2031111	L	LCTY	XK	Europe/Belgrade
855542	Qesta	4253111	2027833	L	LCTY	XK	Europe/Belgrade
855543	Ligata	4252833	2026722	L	LCTY	XK	Europe/Belgrade
855544	Drunat e Nurs	4252972	2026361	L	LCTY	XK	Europe/Belgrade
855545	Karaula Pobrge	4253861	2026417	S	PSTP	XK	Europe/Belgrade
855546	Meslica	4251972	2026583	T	SPUR	XK	Europe/Belgrade
855547	Greben	42515	2026361	T	SPUR	XK	Europe/Belgrade
855548	Tedel	4250528	2026528	H	SPNG	XK	Europe/Belgrade
855549	Kric	4252139	2027389	L	LCTY	XK	Europe/Belgrade
855550	Lugova	4252111	2028861	L	LCTY	XK	Europe/Belgrade
855551	Luznice	4252167	2030083	L	LCTY	XK	Europe/Belgrade
855552	Ornica	4251833	2029778	L	LCTY	XK	Europe/Belgrade
855553	Luga	4252194	2031389	L	LCTY	XK	Europe/Belgrade
855554	Dugacke Livade	4251806	2032917	L	LCTY	XK	Europe/Belgrade
855555	Kroi Reka	4250944	2034611	H	STMI	XK	Europe/Belgrade
855556	Firaja	4251611	2033833	L	LCTY	XK	Europe/Belgrade
855557	Gurina	425125	2034139	L	LCTY	XK	Europe/Belgrade
855558	Drvene	4251056	2034972	L	LCTY	XK	Europe/Belgrade
855559	Orize	4250611	2035528	L	LCTY	XK	Europe/Belgrade
855560	Rznicka Suma	425175	2036056	L	LCTY	XK	Europe/Belgrade
855561	Rakita	4250028	2036056	L	LCTY	XK	Europe/Belgrade
855562	Repiste	4250028	2033389	L	LCTY	XK	Europe/Belgrade
855563	Plugista	4250028	2032028	L	LCTY	XK	Europe/Belgrade
855564	Dubovik	4260028	2034972	L	LCTY	XK	Europe/Belgrade
855565	Belinca	42625	2036972	L	LCTY	XK	Europe/Belgrade
855567	Onarnik	4249278	2149833	T	MND	XK	Europe/Belgrade
855568	Delbesine	4249806	2150833	L	LCTY	XK	Europe/Belgrade
855569	Kosaca	4249472	2151694	L	LCTY	XK	Europe/Belgrade
855570	Sikeres	4248944	215225	H	STMI	XK	Europe/Belgrade
855571	Muhadziri	4248389	2152278	P	PPL	XK	Europe/Belgrade
855572	Stari Zabel	4249333	2154583	L	LCTY	XK	Europe/Belgrade
855573	Vrcviste	4249778	2155556	L	LCTY	XK	Europe/Belgrade
855574	Golozovac	4249528	2156389	T	SPUR	XK	Europe/Belgrade
855575	Raskrsja	4249417	21575	T	SLP	XK	Europe/Belgrade
855576	Suva Livada	4248917	215825	L	LCTY	XK	Europe/Belgrade
855577	Brato	4249222	215875	L	LCTY	XK	Europe/Belgrade
855578	Krivaca	4248333	2158389	L	LCTY	XK	Europe/Belgrade
855579	Srednje Polje	4249833	2159222	L	LCTY	XK	Europe/Belgrade
855580	Barica	2	21605	H	SPNG	XK	Europe/Belgrade
855581	Rajkova Kapa	4247722	2159889	T	HLL	XK	Europe/Belgrade
855582	Kapavac	4246833	2158972	H	STMI	XK	Europe/Belgrade
855583	Macine	4246917	2158028	T	SPUR	XK	Europe/Belgrade
855584	Kaljaja	424725	2156056	T	HLL	XK	Europe/Belgrade
855585	Ratlovca	4246667	2155139	T	SLP	XK	Europe/Belgrade
855586	Stari Vrbicki Zabel	4247444	2153528	L	LCTY	XK	Europe/Belgrade
855587	Pester	4248556	2154861	T	SLP	XK	Europe/Belgrade
855588	Staro Lojze	4247306	2150472	L	LCTY	XK	Europe/Belgrade
855589	Zljebic	4248222	2150028	T	SLP	XK	Europe/Belgrade
855590	Rupa	4246778	2151028	T	HLL	XK	Europe/Belgrade
855591	Zeden	4245917	2150083	L	LCTY	XK	Europe/Belgrade
855592	Leska	4245778	2151389	T	SPUR	XK	Europe/Belgrade
855593	Bacovina	4245556	2151778	L	LCTY	XK	Europe/Belgrade
855594	Zabel Sait Agin	4244833	2149806	L	LCTY	XK	Europe/Belgrade
855595	Brinja	424475	2151417	L	LCTY	XK	Europe/Belgrade
855596	Bitinja	4244056	2150583	L	LCTY	XK	Europe/Belgrade
855597	Fusa Verda	4244806	2152389	T	SPUR	XK	Europe/Belgrade
855598	Fusa Vogelj	4244167	21525	T	HLL	XK	Europe/Belgrade
855599	Trska	4246611	2153611	T	SPUR	XK	Europe/Belgrade
855600	Gornje Malesevo	4246778	2152167	P	PPL	XK	Europe/Belgrade
855601	Kita Vogelj	4245944	2153556	T	HLL	XK	Europe/Belgrade
855602	Beli Kamen	4245722	2155667	T	SPUR	XK	Europe/Belgrade
855603	Starac	4248778	2156278	T	SPUR	XK	Europe/Belgrade
855604	Bucina	4245833	2157667	T	SPUR	XK	Europe/Belgrade
855605	Buzalak	4245583	2158222	T	SLP	XK	Europe/Belgrade
855606	Mecava	4245083	2157167	L	LCTY	XK	Europe/Belgrade
855607	Fundija	4245028	2158389	L	LCTY	XK	Europe/Belgrade
855608	Ramni Del	4246333	2159833	T	VAL	XK	Europe/Belgrade
855609	Dugi Del	4245944	2159833	T	VAL	XK	Europe/Belgrade
855610	Bunarski Potok	4244222	2158722	H	STMI	XK	Europe/Belgrade
855611	Proni Tamacit	4245222	2159139	H	STMI	XK	Europe/Belgrade
855612	Crkvinski Potok	4244417	2158444	H	STMI	XK	Europe/Belgrade
855613	Podina	4244167	2157972	T	SLP	XK	Europe/Belgrade
855614	Procka	4243167	2156861	H	STMI	XK	Europe/Belgrade
855615	Proni Ljaruskit	4243139	2156556	H	STMI	XK	Europe/Belgrade
855616	Proni Ljopve	4243083	2157056	H	STMI	XK	Europe/Belgrade
855617	Kondurak	4244472	2154972	T	SPUR	XK	Europe/Belgrade
855618	Ljuga Fel	4243694	2154361	H	RVN	XK	Europe/Belgrade
855619	Ljuga Buzine	4243417	2153444	H	RVN	XK	Europe/Belgrade
855620	Fildzan	4243472	2152861	T	SPUR	XK	Europe/Belgrade
855621	Drvanik	4242056	2152611	T	SLP	XK	Europe/Belgrade
855622	Reti	4242333	2153583	H	RVN	XK	Europe/Belgrade
855623	Kaljaja	4242722	2155361	T	HLL	XK	Europe/Belgrade
855624	Gutovac	4241083	2153278	T	SPUR	XK	Europe/Belgrade
855625	Imalo	4241528	2152778	T	HLL	XK	Europe/Belgrade
855626	Spatina Reka	4242889	215125	L	LCTY	XK	Europe/Belgrade
855627	Przar	4242333	2151278	T	SLP	XK	Europe/Belgrade
855628	Kungular	4241889	2151583	T	HLL	XK	Europe/Belgrade
855629	Grbavac	4241583	2150417	T	SPUR	XK	Europe/Belgrade
855630	Medeluzje	4241944	2149444	L	LCTY	XK	Europe/Belgrade
855631	Zabeli Mal	4242667	2149444	L	LCTY	XK	Europe/Belgrade
855632	Kitanov Breg	4241361	2149861	T	SPUR	XK	Europe/Belgrade
855633	Kitlica	4240611	215075	T	HLL	XK	Europe/Belgrade
855634	Krna Polje	423975	2149444	L	LCTY	XK	Europe/Belgrade
855635	Petrovica Potok	4239972	2150528	H	STMI	XK	Europe/Belgrade
855636	Tresni Potok	4239833	2151556	H	STMI	XK	Europe/Belgrade
855637	Jabucina	2	2152639	T	SLP	XK	Europe/Belgrade
855638	Krnjaca	4240194	2153806	T	SPUR	XK	Europe/Belgrade
855639	Ostric	4241028	215525	T	SPUR	XK	Europe/Belgrade
